Stores,Store Code,Description,Barcode,Retail Price,Sold Price,Last Sold,Avg Wkly Sales,Competitor,Price Check Date,Competitor Price,Diff (€),Diff (%),Match Cost (PW),Offer,Details
5,113540,ELMLEA DOUBLE CREAM ALTERNATIVE 284ML,8712566052790,1.65,1.65,23/02/2018,51,Tesco Ireland Website,25/02/2018,1,0.65,0.65,33.15,SAVE 65c Was 1.65 Now 1.00,valid from 31/1/2018 until 27/2/2018
5,77501,CH/TOWN TAKE AWAY PEPPERONI 30CM 645G,5019312896435,5.29,5.29,23/02/2018,51,Super Value Website,25/02/2018,3.5,1.79,0.5114,91.29,Special Offer,Feb 15th - Mar 7th
5,77501,CH/TOWN TAKE AWAY PEPPERONI 30CM 645G,5019312896435,5.29,5.29,23/02/2018,51,Tesco Ireland Website,25/02/2018,3.5,1.79,0.5114,91.29,SAVE 1.49 Was 4.99 Now 3.50,valid from 30/1/2018 until 26/2/2018
5,113540,ELMLEA DOUBLE CREAM ALTERNATIVE 284ML,8712566052790,1.65,1.65,23/02/2018,51,Super Value Website,25/02/2018,1.12,0.53,0.4732,27.03,,
4,7945,LINDT EXCELLENCE DARK 70% 100G,3046920028004,2.9,2.9,23/02/2018,51,Tesco Ireland Website,25/02/2018,2.69,0.21,0.078,10.71,,
5,134203,MULLER CORNER CRUNCH  6PK 6X135G,4025500165727,4.19,4.19,23/02/2018,50,Tesco Ireland Website,25/02/2018,2.09,1.7266,0.8261,86.33,HALF PRICE Was 4.19 Now 2....,valid from 31/1/2018 until 27/2/2018
3,6004,DOMESTOS BLEACH REGULAR 750ML,5000186481001,1.56,1.56,23/02/2018,50,Super Value Website,25/02/2018,1,0.56,0.56,28,Special Offer,Feb 15th - Mar 7th
4,27920,MCCAIN HOME CHIPS CHUNKY 1KG,5010228077857,4.39,4.39,23/02/2018,50,Super Value Website,25/02/2018,3,1.39,0.4633,69.5,Special Offer,Feb 15th - Mar 7th
5,194352,MULLER OREO SPLITPOT 4X120G,4025500202743,3.79,3.79,23/02/2018,50,Tesco Ireland Website,25/02/2018,2.59,0.682,0.2633,34.1,SAVE 1.00 Was 3.59 Now 2.59,valid from 31/1/2018 until 27/2/2018
5,193165,PETIT FILOUS STR/APR BIGPOTS 4X85G,3329770051577,2.39,1.5,23/02/2018,50,Tesco Ireland Website,25/02/2018,1.19,0.31,0.2605,15.5,HALF PRICE Was 2.39 Now 1....,valid from 31/1/2018 until 27/2/2018
5,173083,NEW YORK C&R BAGELS 5PK,5018297006495,1.89,1.89,23/02/2018,50,Tesco Ireland Website,25/02/2018,1.5,0.39,0.26,19.5,SAVE 40c Was 1.90 Now 1.50,valid from 20/2/2018 until 19/3/2018
4,158897,KITTENSOFT TOILET TISSUE 24ROLL,8004260413213,9.99,9.99,23/02/2018,50,Tesco Ireland Website,25/02/2018,9,0.99,0.11,49.5,SAVE 1.00 Was 10.00 Now 9.00,valid from 21/2/2018 until 6/3/2018
5,4684,LIGA ORIGINAL RED 175G,8710503001009,2.59,2.59,23/02/2018,49,Tesco Ireland Website,25/02/2018,2,0.59,0.295,28.91,SAVE 49c Was 2.49 Now 2.00,valid from 20/2/2018 until 19/3/2018
4,155467,CADBURY DAIRY MILK DAIM 120G,7622210154125,2,2,23/02/2018,48,Tesco Ireland Website,25/02/2018,1.5,0.5,0.3333,24,SAVE 50c Was 2.00 Now 1.50,valid from 7/2/2018 until 6/3/2018
5,5357,CLUB ORANGE BOTTLE 500ML,5011026008104,1.59,1.59,23/02/2018,48,Tesco Ireland Website,25/02/2018,1.29,0.3,0.2325,14.4,,
5,18726,GUINNESS DRAUGHT CAN 500ML (SPLIT),5000213006580,2.25,2.25,18/02/2018,48,Tesco Ireland Website,25/02/2018,1.99,0.26,0.1306,12.48,6 For 11.00 Save 94c,valid from 21/2/2018 until 14/3/2018
4,174593,BRENNANS TRAD W/GRAIN W VITAM D 800G,5011059001868,2.09,2.09,23/02/2018,48,Tesco Ireland Website,25/02/2018,1.89,0.2,0.1058,9.6,,
5,208411,TAYTO BISTRO SW/CHILL  135G,5011096008325,2.8,2.8,23/02/2018,47,Tesco Ireland Website,25/02/2018,2,0.8,0.4,37.6,SAVE 55c Was 2.55 Now 2.00,valid from 7/2/2018 until 6/3/2018
3,9273,B/JERRYS CARAMEL CHEW CHEW 500ML,0076840600915,6.59,6.59,22/02/2018,46,Tesco Ireland Website,25/02/2018,3.5,3.09,0.8828,142.14,,
5,5413,CIDONA  2LTR,5011026103151,2.49,2.49,23/02/2018,46,Tesco Ireland Website,25/02/2018,1.75,0.74,0.4228,34.04,SAVE 70c Was 2.45 Now 1.75,valid from 7/2/2018 until 6/3/2018
5,5333,RIVER ROCK STILL WATER SPORTS 750ML,5026791543507,1.4,1.4,23/02/2018,46,Super Value Website,25/02/2018,1,0.4,0.4,18.4,Special Offer,Feb 15th - Mar 7th
5,39964,WRIGLEY AIRWAVES BLACK MINT 10PCE,42101925,0.79,0.79,23/02/2018,46,Super Value Website,25/02/2018,0.69,0.1,0.1449,4.6,,
5,111548,DRUIDS CANS 4 X500ML,5012136096500,6,6,23/02/2018,46,Tesco Ireland Website,25/02/2018,5.5,0.5,0.0909,23,SAVE 50c Was 6.00 Now 5.50,valid from 21/2/2018 until 20/3/2018
5,190048,PETIT FILOUS FRUBES STRAWB 9X40G,3329770056947,2.64,2.64,23/02/2018,45,Tesco Ireland Website,25/02/2018,1.32,1.32,1,59.4,HALF PRICE Was 2.64 Now 1....,valid from 31/1/2018 until 27/2/2018
5,77808,MONSTER ENERGY 500ML,5060166690007,2.15,2.15,23/02/2018,45,Tesco Ireland Website,25/02/2018,1.5,0.65,0.4333,29.25,SAVE 25c Was 1.75 Now 1.50,valid from 7/2/2018 until 6/3/2018
5,54164,ACTIVIA 0% VANILLA 4PK 4X125G,5060058335504,2.39,2.39,23/02/2018,45,Tesco Ireland Website,25/02/2018,2,0.39,0.195,17.55,SAVE 39c Was 2.39 Now 2.00,valid from 31/1/2018 until 27/2/2018
4,9001,BUDWEISER CANS 8X500ML,5011046009020,13,13,23/02/2018,45,Super Value Website,25/02/2018,11,2,0.1818,90,Only 11,Feb 22nd - Feb 28th
4,9001,BUDWEISER CANS 8X500ML,5011046009020,13,13,23/02/2018,45,Tesco Ireland Website,25/02/2018,12,1,0.0833,45,,
5,4403,SUNSWEET PRUNE JUICE 1LTR,0070450113278,4.19,4.19,23/02/2018,45,Tesco Ireland Website,25/02/2018,3.99,0.2,0.0501,9,,
5,2463,ROMA CHOPPED TOMATOES 400G,5011010292328,1.29,1.29,23/02/2018,44,Super Value Website,25/02/2018,1,0.29,0.29,12.76,Special Offer,Feb 15th - Mar 7th
5,2463,ROMA CHOPPED TOMATOES 400G,5011010292328,1.29,1.29,23/02/2018,44,Tesco Ireland Website,25/02/2018,1,0.29,0.29,12.76,SAVE 29c Was 1.29 Now 1.00,valid from 31/1/2018 until 26/2/2018
4,155826,CADBURY WHOLENUT BAR E/CLOSE 53G,5034660003960,1.35,1.35,23/02/2018,44,Tesco Ireland Website,25/02/2018,1.14,0.21,0.1842,9.24,,
4,155827,CADBURY TURKISH BAR E/CLOSE 53G,5034660003939,1.35,1.35,23/02/2018,44,Tesco Ireland Website,25/02/2018,1.25,0.1,0.08,4.4,,
5,61623,BUDWEISER BOTTLES 20X30CL,5000213010914,19.99,16.99,23/02/2018,44,Super Value Website,25/02/2018,16,0.99,0.0618,43.56,Buy 2 For 25,Feb 22nd - Feb 28th
5,166206,BIRDS EYE 14 GR VALUE FISH FINGER 350GRM,5000116102693,5,5,23/02/2018,43,Tesco Ireland Website,25/02/2018,3,2,0.6666,86,SAVE 2.00 Was 5.00 Now 3.00,valid from 30/1/2018 until 26/2/2018
5,112800,HB CHOC ICE 6X90ML,8718114876610,3.95,3.95,23/02/2018,43,Tesco Ireland Website,25/02/2018,3,0.95,0.3166,40.85,SAVE 55c Was 3.55 Now 3.00,valid from 30/1/2018 until 26/2/2018
5,188549,ALWAYS ULTRA NORMAL WINGS 14PK,4015400755210,2.8,2.8,23/02/2018,43,Tesco Ireland Website,25/02/2018,2.5,0.3,0.12,12.9,SAVE 45c Was 2.95 Now 2.50,valid from 20/2/2018 until 19/3/2018
5,7513,CADBURY CRUNCHIE STD 40G,5000201468611,1.4,1.4,23/02/2018,42,Tesco Ireland Website,25/02/2018,1,0.22,0.22,9.24,,
5,196104,KELLOGGS CORNFLAKES 790G,5053827165853,3.49,3.49,23/02/2018,42,Tesco Ireland Website,25/02/2018,3,0.49,0.1633,20.58,SAVE 49c Was 3.49 Now 3.00,valid from 14/2/2018 until 27/2/2018
5,9046,GALLO FV SAUVIGNON  BLANC 75CL,0085000005866,9.99,8.99,23/02/2018,42,Tesco Ireland Website,25/02/2018,8,0.99,0.1237,41.58,SAVE 1.99 Was 9.99 Now 8.00,valid from 21/2/2018 until 7/3/2018
5,188550,ALWAYS ULTRA NIGHT 10PK,4015400755609,2.95,2.95,23/02/2018,42,Tesco Ireland Website,25/02/2018,2.5,0.258,0.1032,10.836,SAVE 45c Was 2.95 Now 2.50,valid from 20/2/2018 until 19/3/2018
4,140592,FITZGERALDS SESAME BAGELS 5S,5099077001732,1.79,1.79,23/02/2018,42,Super Value Website,25/02/2018,1.69,0.1,0.0591,4.2,Buy 2 For 3,Feb 15th - Mar 7th
4,140592,FITZGERALDS SESAME BAGELS 5S,5099077001732,1.79,1.79,23/02/2018,42,Tesco Ireland Website,25/02/2018,1.69,0.1,0.0591,4.2,,
5,189643,HB MAGNUM ALMOND 4PK 400ML,8712100837975,5.1,5.1,23/02/2018,41,Super Value Website,25/02/2018,3,2.1,0.7,86.1,Special Offer,Feb 15th - Mar 7th
4,52011,JMOB HANDY PAN WHOLEMEAL 400G,5099867000488,1.45,1.45,23/02/2018,41,Super Value Website,25/02/2018,1,0.45,0.45,18.45,Special Offer,Feb 15th - Mar 7th
5,5328,JOHNSONS COTTON BUDS 200PK,5000207584506,1.95,1.95,23/02/2018,41,Tesco Ireland Website,25/02/2018,1.58,0.37,0.2341,15.17,,
5,197219,TAYTO CHIPSTICKS SALT/VIN  35G,5011096008059,0.99,0.99,23/02/2018,41,Tesco Ireland Website,25/02/2018,0.85,0.14,0.1647,5.74,,
5,8733,HUZZAR VODKA NAGGIN 200ML,5011007012083,6.95,6.95,23/02/2018,41,Tesco Ireland Website,25/02/2018,6,0.95,0.1583,38.95,Only 6.00 Huzzar Vodka Nagin,valid from 21/2/2018 until 20/3/2018
4,199569,DONEGAL CATCH  WILD SALMON NAT,5391527073598,7.99,7.99,23/02/2018,41,Tesco Ireland Website,25/02/2018,7,0.99,0.1414,40.59,SAVE 1.99 Was 8.99 Now 7.00,valid from 30/1/2018 until 26/2/2018
5,9005,CASILLERO DEL DIABLO SAUV BLANC 75CL,7804320301174,11.99,9.99,23/02/2018,41,Tesco Ireland Website,25/02/2018,9,0.99,0.11,40.59,Only 9.00 Casillero Del Diablo Sau...,valid from 21/2/2018 until 7/3/2018
5,206085,KEERYGOLD GARLIC TOASTIES 6 SL 180G,5099338025187,2.99,2.99,23/02/2018,40,Tesco Ireland Website,25/02/2018,2,0.99,0.495,39.6,SAVE 89c Was 2.89 Now 2.00,valid from 31/1/2018 until 27/2/2018
5,205777,REESES PEANUT BUTTER CUPS 51G,0034000440887,1.39,1.39,23/02/2018,40,Tesco Ireland Website,25/02/2018,0.99,0.4,0.404,16,,
5,21376,OPTIONS BELGIUM CHOC SACHET 11G,7612100054017,0.59,0.59,23/02/2018,40,Super Value Website,25/02/2018,0.45,0.14,0.3111,5.6,,
5,24875,CREME FRAICHE POT 30%FAT 200G,3176575129006,1.75,1.75,22/02/2018,40,Super Value Website,25/02/2018,1.49,0.26,0.1744,10.4,,
5,24875,CREME FRAICHE POT 30%FAT 200G,3176575129006,1.75,1.75,22/02/2018,40,Tesco Ireland Website,25/02/2018,1.53,0.22,0.1437,8.8,,
5,77945,HELLMANN REAL MAYO SQZY 430ML,8722700479475,3.89,3.89,23/02/2018,39,Super Value Website,25/02/2018,2,1.89,0.945,73.71,Special Offer,Feb 15th - Mar 7th
5,77945,HELLMANN REAL MAYO SQZY 430ML,8722700479475,3.89,3.89,23/02/2018,39,Tesco Ireland Website,25/02/2018,2.5,1.39,0.556,54.21,SAVE 1.29 Was 3.79 Now 2.50,valid from 7/2/2018 until 6/3/2018
5,138675,G/FELLAS DEEP BACON & MUSHROON,5391520182877,3.69,3.69,23/02/2018,39,Tesco Ireland Website,25/02/2018,3,0.69,0.23,26.91,,
5,128654,GOOD FELLAS DEEP MEAT FEAST 414G,5391520182464,3.69,3.69,23/02/2018,39,Tesco Ireland Website,25/02/2018,3,0.69,0.23,26.91,,
3,208406,KING CHEESE&ONION 35G,5011096008417,0.99,0.99,23/02/2018,39,Tesco Ireland Website,25/02/2018,0.85,0.14,0.1647,5.46,,
5,2863,KNORR SAUCE BREAD 40G,5011002017090,0.85,0.85,15/02/2018,39,Tesco Ireland Website,25/02/2018,0.79,0.06,0.0759,2.34,,
5,150352,REILLYS PLAIN BRIOCHE ROLLS 280G,5027952011293,2,2,23/02/2018,38,Super Value Website,25/02/2018,1.05,0.95,0.9047,36.1,,
5,151014,YOPLAIT YOP STRAWB MPK  6X180G,5011056030670,3.99,3,23/02/2018,38,Tesco Ireland Website,25/02/2018,1.99,1.01,0.5075,38.38,HALF PRICE Was 3.99 Now 1....,valid from 31/1/2018 until 27/2/2018
5,185493,KILLEEN 15DT PREMIUM REFUSE SACKS 15S,5098732003661,2.99,2.99,23/02/2018,38,Super Value Website,25/02/2018,2,0.99,0.495,37.62,Special Offer,Feb 15th - Mar 7th
5,17963,OLD TIME IRISH MARMALADE  NO PEEL 454G,5391509390552,2.89,2.89,23/02/2018,38,Super Value Website,25/02/2018,2,0.89,0.445,33.82,Special Offer,Feb 15th - Mar 7th
5,17963,OLD TIME IRISH MARMALADE  NO PEEL 454G,5391509390552,2.89,2.89,23/02/2018,38,Tesco Ireland Website,25/02/2018,2,0.89,0.445,33.82,SAVE 79c Was 2.79 Now 2.00,valid from 7/2/2018 until 6/3/2018
5,177734,BRADY FAMILY THINLY SL TRAD HAM 140G,5391512923471,4,4,23/02/2018,38,Super Value Website,25/02/2018,3,1,0.3333,38,Special Offer,Feb 15th - Mar 6th
5,208415,HUNKY DORYS BUFFALO 135G,5099678303242,2.65,2.65,23/02/2018,38,Tesco Ireland Website,25/02/2018,2,0.65,0.325,24.7,SAVE 55c Was 2.55 Now 2.00,valid from 7/2/2018 until 6/3/2018
5,54332,LEMSIP MAX COUGH & COLD LEM FLAV 5S,5000158066540,5.95,5.95,23/02/2018,38,Super Value Website,25/02/2018,4.71,1.24,0.2632,47.12,,
5,185493,KILLEEN 15DT PREMIUM REFUSE SACKS 15S,5098732003661,2.99,2.99,23/02/2018,38,Tesco Ireland Website,25/02/2018,2.45,0.54,0.2204,20.52,,
5,36270,MR CRUMB FRESH BREADCRUMBS 200G,5390634000053,1.69,1.69,23/02/2018,38,Super Value Website,25/02/2018,1.42,0.27,0.1901,10.26,,
5,2464,ROMA TOMATO PUREE PULL RING 150G,5011010292120,0.88,0.88,23/02/2018,38,Tesco Ireland Website,25/02/2018,0.79,0.09,0.1139,3.42,,
5,175465,TAYTO SNAX SHARING 95G,5011096007854,2.39,2.39,23/02/2018,37,Tesco Ireland Website,25/02/2018,1.5,0.89,0.5933,32.93,SAVE 85c Was 2.35 Now 1.50,valid from 7/2/2018 until 6/3/2018
5,189915,HB CORNETTO CLASSIC 4PK,8712100869822,2.99,2.99,23/02/2018,37,Tesco Ireland Website,25/02/2018,2,0.99,0.495,36.63,SAVE 65c Was 2.65 Now 2.00,valid from 30/1/2018 until 26/2/2018
4,5575,COKE REG SHARESIZE 1.25LTR,5449000028921,1.99,1.99,23/02/2018,37,Tesco Ireland Website,25/02/2018,1.5,0.49,0.3266,18.13,SAVE 40c Was 1.90 Now 1.50,valid from 7/2/2018 until 6/3/2018
5,138704,GALAXY MILK BLOCK 114G,5000159458290,2.2,2.2,23/02/2018,37,Tesco Ireland Website,25/02/2018,1.69,0.51,0.3017,18.87,,
5,51705,RED BULL ENERGY 355ML,9002490206000,2.59,2.59,23/02/2018,37,Tesco Ireland Website,25/02/2018,1.99,0.6,0.3015,22.2,,
5,895,LYONS ORIG PYR 80S 250G,8712100751899,3.19,3.19,23/02/2018,37,Tesco Ireland Website,25/02/2018,2.5,0.69,0.276,25.53,SAVE 69c Was 3.19 Now 2.50,valid from 7/2/2018 until 6/3/2018
4,154429,BATCHELORS PROC PEAS 2X420G,5011001297875,1.89,1.89,23/02/2018,37,Super Value Website,25/02/2018,1.5,0.39,0.26,14.43,Special Offer,Feb 15th - Mar 7th
5,5402,CIDONA 500ML,5011026103090,1.59,1.59,23/02/2018,37,Tesco Ireland Website,25/02/2018,1.29,0.3,0.2325,11.1,,
5,53503,GOLDEN VALE EASI SINGLES 10S 200G,5011069123017,1.95,1.95,23/02/2018,37,Tesco Ireland Website,25/02/2018,1.6,0.35,0.2187,12.95,,
5,9012,CASILLERO DEL DIABLO CAB SAUV 75CL,7804320303178,11.99,9.99,23/02/2018,37,Tesco Ireland Website,25/02/2018,9,0.99,0.11,36.63,Only 9.00 Casillero Del Diablo Cab...,valid from 21/2/2018 until 7/3/2018
5,11278,CASILLERO DEL DIABLO MERLOT 75CL,7804320985633,11.99,9.99,23/02/2018,37,Tesco Ireland Website,25/02/2018,9,0.99,0.11,36.63,Only 9.00 Casillero Del Diablo Mer...,valid from 21/2/2018 until 7/3/2018
4,137276,GLENISK STRAWB KIDS NAS YOG 4X90G,5099649000408,2.19,2.19,23/02/2018,37,Super Value Website,25/02/2018,2,0.19,0.095,7.03,Special Offer,Feb 15th - Mar 6th
4,151429,INNOCENT ORANGE SMOOTH 1.35LTR,5038862102704,4.39,4.39,23/02/2018,36,Super Value Website,25/02/2018,3,1.39,0.4633,50.04,Special Offer,Feb 15th - Mar 6th
5,17509,OLD TIME IRISH MARMALADE COARSE CUT 454G,5391509390538,2.89,2.89,23/02/2018,36,Super Value Website,25/02/2018,2,0.89,0.445,32.04,Special Offer,Feb 15th - Mar 7th
5,17509,OLD TIME IRISH MARMALADE COARSE CUT 454G,5391509390538,2.89,2.89,23/02/2018,36,Tesco Ireland Website,25/02/2018,2,0.89,0.445,32.04,SAVE 89c Was 2.89 Now 2.00,valid from 7/2/2018 until 6/3/2018
5,177735,BRADY FAMILY THINLY SL CRUMB HAM 140G,5391512923488,4,4,23/02/2018,36,Super Value Website,25/02/2018,3,1,0.3333,36,Special Offer,Feb 15th - Mar 6th
5,177735,BRADY FAMILY THINLY SL CRUMB HAM 140G,5391512923488,4,4,23/02/2018,36,Tesco Ireland Website,25/02/2018,3,1,0.3333,36,SAVE 1.00 Was 4.00 Now 3.00,valid from 31/1/2018 until 27/2/2018
4,169518,CADBURY GIANT BUTTONS BAG 119G,7622210286956,2.99,2,23/02/2018,36,Tesco Ireland Website,25/02/2018,1.5,0.5,0.3333,18,SAVE 1.49 Was 2.99 Now 1.50,valid from 15/2/2018 until 6/3/2018
5,20274,DR OETKER RISTORANTE HAWAII 355G,4001724819608,3.99,2.5,23/02/2018,36,Tesco Ireland Website,25/02/2018,2,0.5,0.25,18,SAVE 1.50 Was 3.50 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,20275,DR OETKER RISTORANTE MOZZARELLA 335G,4001724819806,3.99,2.5,23/02/2018,36,Tesco Ireland Website,25/02/2018,2,0.5,0.25,18,SAVE 1.50 Was 3.50 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,198844,DONEGAL CATCH  BATTERED COD FILLETS 429G,5391527073536,4.99,4.99,23/02/2018,36,Super Value Website,25/02/2018,4,0.99,0.2475,35.64,Special Offer,Feb 15th - Mar 7th
5,198844,DONEGAL CATCH  BATTERED COD FILLETS 429G,5391527073536,4.99,4.99,23/02/2018,36,Tesco Ireland Website,25/02/2018,4,0.99,0.2475,35.64,SAVE 1.00 Was 5.00 Now 4.00,valid from 30/1/2018 until 26/2/2018
5,16741,SANDEMAN RUBY PORT 3* 75CL,5601083001363,17.99,17.99,22/02/2018,36,Tesco Ireland Website,25/02/2018,15,2.99,0.1993,107.64,SAVE 3.25 Was 18.25 Now 15.00,valid from 21/2/2018 until 20/3/2018
5,643,SHAMROCK GROUND ALMONDS 100G,5011005008002,3.49,3.49,23/02/2018,36,Tesco Ireland Website,25/02/2018,3.29,0.2,0.0607,7.2,,
4,1150,AVONMORE BUTTER UNSALT 1/2LB 227G,5011056000024,1.79,1.79,23/02/2018,36,Super Value Website,25/02/2018,1.69,0.1,0.0591,3.6,,
4,1150,AVONMORE BUTTER UNSALT 1/2LB 227G,5011056000024,1.79,1.79,23/02/2018,36,Tesco Ireland Website,25/02/2018,1.69,0.1,0.0591,3.6,,
4,88366,VITHIT MANDARIN DETOX 500ML,5034033000497,1.99,1.99,23/02/2018,36,Tesco Ireland Website,25/02/2018,1.89,0.1,0.0529,3.6,,
5,9248,HB BRUNCH 6X90ML,5011015034435,5.59,5.59,23/02/2018,35,Tesco Ireland Website,25/02/2018,3,2.072,0.6906,72.52,SAVE 2.30 Was 5.30 Now 3.00,valid from 30/1/2018 until 26/2/2018
4,118298,INNOCENT ORANGE WITH BITS 900ML,5038862100502,3.25,3.25,23/02/2018,35,Tesco Ireland Website,25/02/2018,2.5,0.75,0.3,26.25,SAVE 75c Was 3.25 Now 2.50,valid from 31/1/2018 until 27/2/2018
5,121152,DR OETKER RISTORANTE PEPP/SALAMI 320G,4001724820208,3.99,2.5,23/02/2018,35,Tesco Ireland Website,25/02/2018,2,0.5,0.25,17.5,SAVE 1.50 Was 3.50 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,73055,KNORR STOCK GEL POT CHICKEN 4X28G,8722700268727,2.3,2.3,23/02/2018,35,Tesco Ireland Website,25/02/2018,1.95,0.35,0.1794,12.25,Any 2 For 3.00,valid from 7/2/2018 until 6/3/2018
5,107082,PAT THE BAKER MULTIGRAIN 400G,5011041001661,1.48,1.48,23/02/2018,35,Tesco Ireland Website,25/02/2018,1.4,0.08,0.0571,2.8,,
2,106031,GOODFELLAS THIN PEPPERONI PIZZA 340G,5011003046501,3.49,3.49,21/02/2018,34,Tesco Ireland Website,25/02/2018,2,1.49,0.745,50.66,SAVE 1.00 Was 3.00 Now 2.00,valid from 30/1/2018 until 26/2/2018
4,53029,OYSTER BAY SAUVIGNON BLANC 75CL,9415549802601,14.99,12.99,23/02/2018,34,Tesco Ireland Website,25/02/2018,9,3.99,0.4433,135.66,SAVE 5.99 Was 14.99 Now 9.00,valid from 18/2/2018 until 25/2/2018
5,137649,ALPRO ALMOND MILK L/LIFE 1LTR,5411188110835,2.39,2.49,23/02/2018,34,Super Value Website,25/02/2018,2,0.41,0.205,13.94,,
2,48940,ACTIMEL STRAWBERRY DRINK YOG 0% 8X100G,5060058332152,3.89,3.5086,23/02/2018,34,Tesco Ireland Website,25/02/2018,3,0.4026,0.1342,13.6884,SAVE 89c Was 3.89 Now 3.00,valid from 31/1/2018 until 27/2/2018
2,134204,MULLER CRUNCH VANILLA CHOCOBALLS 135G,4025500165512,0.85,0.85,23/02/2018,34,Super Value Website,25/02/2018,0.75,0.1,0.1333,3.4,Special Offer,Feb 15th - Mar 6th
5,6472,PALMOLIVE LIQUID SOAP AQUARIUM 300ML,8003520013040,2.49,1.5,23/02/2018,34,Tesco Ireland Website,25/02/2018,1.24,0.16,0.129,5.44,HALF PRICE Was 2.49 Now 1....,valid from 20/2/2018 until 19/3/2018
5,144416,TOFFIFEE BOX 100G,4014400917543,1.5,1.5,23/02/2018,34,Tesco Ireland Website,25/02/2018,1.39,0.11,0.0791,3.74,,
4,179317,ALPRO COCONUT FRESH 1LTR,5411188116615,2.49,2.49,23/02/2018,33,Tesco Ireland Website,25/02/2018,1.49,1,0.6711,33,SAVE 1.00 Was 2.49 Now 1.49,valid from 7/2/2018 until 6/3/2018
5,175466,TAYTO WAFFLES SHARING 110G,5011096007861,2.39,2.39,23/02/2018,33,Tesco Ireland Website,25/02/2018,1.5,0.89,0.5933,29.37,SAVE 85c Was 2.35 Now 1.50,valid from 7/2/2018 until 6/3/2018
4,51237,KELLOGGS ELEVENSES CHOC CHIP 6X45G,5050083344756,3.19,3.19,23/02/2018,33,Tesco Ireland Website,25/02/2018,2.5,0.69,0.276,22.77,SAVE 85c Was 3.35 Now 2.50,valid from 7/2/2018 until 6/3/2018
5,20276,DR OETKER RISTORANTE POLLO 355G,4001724820000,3.99,2.5,23/02/2018,33,Tesco Ireland Website,25/02/2018,2,0.5,0.25,16.5,SAVE 1.50 Was 3.50 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,20273,DR OETKER RISTORANTE SPECIAL 330G,4001724819509,3.99,2.5,23/02/2018,33,Tesco Ireland Website,25/02/2018,2,0.5,0.25,16.5,SAVE 1.50 Was 3.50 Now 2.00,valid from 30/1/2018 until 26/2/2018
5,150351,REILLYS CHOC CHIP BRIOCHE ROLLS 280G,5027952011316,2,2,23/02/2018,33,Super Value Website,25/02/2018,1.65,0.35,0.2121,11.55,,
5,26841,ACTIVIA FUSIONS PRUNE 4PK,5060058331988,2.39,2.39,23/02/2018,33,Tesco Ireland Website,25/02/2018,2,0.39,0.195,12.87,SAVE 79c Was 2.79 Now 2.00,valid from 31/1/2018 until 27/2/2018
2,134197,MULLER CRUNCH MILK CHOC DIGESTIVE 135G,4025500165574,0.85,0.85,23/02/2018,33,Super Value Website,25/02/2018,0.75,0.1,0.1333,3.3,Special Offer,Feb 15th - Mar 6th
5,115003,BRENNANS GOOD FOR ALL MED WHITE 800G,5011059001554,1.99,1.99,23/02/2018,33,Tesco Ireland Website,25/02/2018,1.77,0.22,0.1242,7.26,,
5,54556,FLORA BUTTERY 500G,8722700187349,2.49,2.49,23/02/2018,33,Super Value Website,25/02/2018,2,0.2426,0.1213,8.0058,Special Offer,Feb 15th - Mar 6th
5,213212,TAYTO BISTRO SOUR CREAM & ONION 135G,5011096008332,2.8,2.8,23/02/2018,33,Tesco Ireland Website,25/02/2018,2.55,0.25,0.098,8.25,,
5,78614,OREO COOKIES VANILLA 154G,7622300315283,1.85,1.85,20/02/2018,33,Tesco Ireland Website,25/02/2018,1.69,0.16,0.0946,5.28,,
5,2376,BATCHELORS MARROWFAT PEAS TIN  420G,5011001100649,1.25,1.25,23/02/2018,33,Tesco Ireland Website,25/02/2018,1.15,0.1,0.0869,3.3,,
2,16880,ACTIMEL MULTI FRUIT PROBIOTIC YOG 8X100G,5016769993724,3.89,3.3814,23/02/2018,33,Tesco Ireland Website,25/02/2018,3,0.1907,0.0635,6.2931,SAVE 89c Was 3.89 Now 3.00,valid from 31/1/2018 until 27/2/2018
5,644,SHAMROCK GROUND ALMONDS 200G,5011005008101,5.89,5.89,23/02/2018,33,Tesco Ireland Website,25/02/2018,5.59,0.3,0.0536,9.9,,
4,174902,WALKERS CRISPS READY SALTED 6PK 6X25G,5000328376677,2.35,2.35,23/02/2018,32,Super Value Website,25/02/2018,1.5,0.85,0.5666,27.2,Special Offer,Feb 15th - Mar 7th
4,174902,WALKERS CRISPS READY SALTED 6PK 6X25G,5000328376677,2.35,2.35,23/02/2018,32,Tesco Ireland Website,25/02/2018,1.5,0.85,0.5666,27.2,,
5,202292,GALAXY MINSTRALS POUCH 118G,5000159503853,3.09,3.09,23/02/2018,32,Super Value Website,25/02/2018,2,1.09,0.545,34.88,Special Offer,Feb 15th - Mar 7th
5,140068,CADBURY CARAMEL 48G,7622300743703,1.35,1.35,23/02/2018,32,Tesco Ireland Website,25/02/2018,1.09,0.26,0.2385,8.32,,
